GRID_ID.1,STARTweek_stravaDATE_cast,GRID_ID,ENDweek_stravaDATE_cast,SUM_total_trip_count,EcoCntr_weekly_SUM,MAX_slopePct,STARTweek_Time,HEXid_weekID,HEXid_WeekID,ENDweek_Time,week_id,week_start
BL-36,2022-10-10,BL-36,2022-10-16 23:59:00,2600.0,0,,2022-10-10,BL-36_197,BL-36_197,2022-10-16 23:59:00,BL-36_197,2022-10-10
BL-36,2021-11-01,BL-36,2021-11-07 23:59:00,1370.0,1013,,2021-11-01,BL-36_148,BL-36_148,2021-11-07 23:59:00,BL-36_148,2021-11-01
BT-26,2022-09-19,BT-26,2022-09-25 23:59:00,760.0,0,,2022-09-19,BT-26_194,BT-26_194,2022-09-25 23:59:00,BT-26_194,2022-09-19
BT-26,2022-01-03,BT-26,2022-01-09 23:59:00,45.0,1657,,2022-01-03,BT-26_157,BT-26_157,2022-01-09 23:59:00,BT-26_157,2022-01-03
BK-32,2022-05-30,BK-32,2022-06-05 23:59:00,3550.0,5918,,2022-05-30,BK-32_178,BK-32_178,2022-06-05 23:59:00,BK-32_178,2022-05-30
BH-24,2023-02-27,BH-24,2023-03-05 23:59:00,1490.0,1995,,2023-02-27,BH-24_217,BH-24_217,2023-03-05 23:59:00,BH-24_217,2023-02-27
BD-26,2021-02-22,BD-26,2021-02-28 23:59:00,240.0,947,,2021-02-22,BD-26_112,BD-26_112,2021-02-28 23:59:00,BD-26_112,2021-02-22
BK-32,2022-05-02,BK-32,2022-05-08 23:59:00,1850.0,4121,,2022-05-02,BK-32_174,BK-32_174,2022-05-08 23:59:00,BK-32_174,2022-05-02
BI-29,2020-09-07,BI-29,2020-09-13 23:59:00,3660.0,4990,,2020-09-07,BI-29_88,BI-29_88,2020-09-13 23:59:00,BI-29_88,2020-09-07
BN-62,2021-11-01,BN-62,2021-11-07 23:59:00,560.0,700,,2021-11-01,BN-62_148,BN-62_148,2021-11-07 23:59:00,BN-62_148,2021-11-01
BC-12,2023-09-18,BC-12,2023-09-24 23:59:00,8600.0,3243,,2023-09-18,BC-12_246,BC-12_246,2023-09-24 23:59:00,BC-12_246,2023-09-18
BN-62,2020-11-16,BN-62,2020-11-22 23:59:00,1540.0,1022,,2020-11-16,BN-62_98,BN-62_98,2020-11-22 23:59:00,BN-62_98,2020-11-16
BQ-25,2020-08-10,BQ-25,2020-08-16 23:59:00,6230.0,0,,2020-08-10,BQ-25_84,BQ-25_84,2020-08-16 23:59:00,BQ-25_84,2020-08-10
BH-24,2021-09-06,BH-24,2021-09-12 23:59:00,4000.0,3208,,2021-09-06,BH-24_140,BH-24_140,2021-09-12 23:59:00,BH-24_140,2021-09-06
BE-19,2023-08-07,BE-19,2023-08-13 23:59:00,11560.0,4093,,2023-08-07,BE-19_240,BE-19_240,2023-08-13 23:59:00,BE-19_240,2023-08-07
BK-32,2021-07-12,BK-32,2021-07-18 23:59:00,4440.0,6336,,2021-07-12,BK-32_132,BK-32_132,2021-07-18 23:59:00,BK-32_132,2021-07-12
BD-17,2020-12-07,BD-17,2020-12-13 23:59:00,1100.0,791,,2020-12-07,BD-17_101,BD-17_101,2020-12-13 23:59:00,BD-17_101,2020-12-07
BH-24,2019-04-29,BH-24,2019-05-05 23:59:00,1210.0,2135,,2019-04-29,BH-24_17,BH-24_17,2019-05-05 23:59:00,BH-24_17,2019-04-29
BD-17,2021-02-15,BD-17,2021-02-21 23:59:00,75.0,277,,2021-02-15,BD-17_111,BD-17_111,2021-02-21 23:59:00,BD-17_111,2021-02-15
BD-17,2022-02-07,BD-17,2022-02-13 23:59:00,675.0,756,,2022-02-07,BD-17_162,BD-17_162,2022-02-13 23:59:00,BD-17_162,2022-02-07
BT-26,2021-09-27,BT-26,2021-10-03 23:59:00,520.0,4763,,2021-09-27,BT-26_143,BT-26_143,2021-10-03 23:59:00,BT-26_143,2021-09-27
BN-62,2020-03-16,BN-62,2020-03-22 23:59:00,760.0,987,,2020-03-16,BN-62_63,BN-62_63,2020-03-22 23:59:00,BN-62_63,2020-03-16
BK-32,2023-11-27,BK-32,2023-12-03 23:59:00,705.0,1833,,2023-11-27,BK-32_256,BK-32_256,2023-12-03 23:59:00,BK-32_256,2023-11-27
BD-17,2021-12-20,BD-17,2021-12-26 23:59:00,1410.0,817,,2021-12-20,BD-17_155,BD-17_155,2021-12-26 23:59:00,BD-17_155,2021-12-20
BH-24,2022-04-04,BH-24,2022-04-10 23:59:00,1315.0,1786,,2022-04-04,BH-24_170,BH-24_170,2022-04-10 23:59:00,BH-24_170,2022-04-04
BH-24,2023-04-10,BH-24,2023-04-16 23:59:00,2365.0,2399,,2023-04-10,BH-24_223,BH-24_223,2023-04-16 23:59:00,BH-24_223,2023-04-10
BH-26,2019-01-14,BH-26,2019-01-20 23:59:00,395.0,304,,2019-01-14,BH-26_2,BH-26_2,2019-01-20 23:59:00,BH-26_2,2019-01-14
BI-29,2023-07-03,BI-29,2023-07-09 23:59:00,1750.0,2506,,2023-07-03,BI-29_235,BI-29_235,2023-07-09 23:59:00,BI-29_235,2023-07-03
BN-62,2019-12-09,BN-62,2019-12-15 23:59:00,140.0,324,,2019-12-09,BN-62_49,BN-62_49,2019-12-15 23:59:00,BN-62_49,2019-12-09
BH-24,2019-07-15,BH-24,2019-07-21 23:59:00,1815.0,1978,,2019-07-15,BH-24_28,BH-24_28,2019-07-21 23:59:00,BH-24_28,2019-07-15
BE-19,2022-09-05,BE-19,2022-09-11 23:59:00,17445.0,6518,,2022-09-05,BE-19_192,BE-19_192,2022-09-11 23:59:00,BE-19_192,2022-09-05
BH-24,2019-07-22,BH-24,2019-07-28 23:59:00,2420.0,3123,,2019-07-22,BH-24_29,BH-24_29,2019-07-28 23:59:00,BH-24_29,2019-07-22
BL-36,2022-08-08,BL-36,2022-08-14 23:59:00,3695.0,0,,2022-08-08,BL-36_188,BL-36_188,2022-08-14 23:59:00,BL-36_188,2022-08-08
BD-17,2021-01-11,BD-17,2021-01-17 23:59:00,785.0,708,,2021-01-11,BD-17_106,BD-17_106,2021-01-17 23:59:00,BD-17_106,2021-01-11
BD-26,2019-12-23,BD-26,2019-12-29 23:59:00,100.0,700,,2019-12-23,BD-26_51,BD-26_51,2019-12-29 23:59:00,BD-26_51,2019-12-23
BC-12,2023-07-24,BC-12,2023-07-30 23:59:00,7950.0,4430,,2023-07-24,BC-12_238,BC-12_238,2023-07-30 23:59:00,BC-12_238,2023-07-24
BC-12,2020-12-28,BC-12,2021-01-03 23:59:00,910.0,0,,2020-12-28,BC-12_104,BC-12_104,2021-01-03 23:59:00,BC-12_104,2020-12-28
BD-17,2021-08-09,BD-17,2021-08-15 23:59:00,1760.0,1261,,2021-08-09,BD-17_136,BD-17_136,2021-08-15 23:59:00,BD-17_136,2021-08-09
BE-15,2021-03-29,BE-15,2021-04-04 23:59:00,39635.0,6355,,2021-03-29,BE-15_117,BE-15_117,2021-04-04 23:59:00,BE-15_117,2021-03-29
BH-24,2021-05-31,BH-24,2021-06-06 23:59:00,2955.0,2802,,2021-05-31,BH-24_126,BH-24_126,2021-06-06 23:59:00,BH-24_126,2021-05-31
BC-12,2023-06-26,BC-12,2023-07-02 23:59:00,10960.0,4398,,2023-06-26,BC-12_234,BC-12_234,2023-07-02 23:59:00,BC-12_234,2023-06-26
BE-19,2020-05-25,BE-19,2020-05-31 23:59:00,13740.0,8403,,2020-05-25,BE-19_73,BE-19_73,2020-05-31 23:59:00,BE-19_73,2020-05-25
BT-26,2020-01-20,BT-26,2020-01-26 23:59:00,150.0,2327,,2020-01-20,BT-26_55,BT-26_55,2020-01-26 23:59:00,BT-26_55,2020-01-20
BE-19,2023-10-23,BE-19,2023-10-29 23:59:00,11585.0,4215,,2023-10-23,BE-19_251,BE-19_251,2023-10-29 23:59:00,BE-19_251,2023-10-23
BH-26,2020-02-03,BH-26,2020-02-09 23:59:00,1305.0,482,,2020-02-03,BH-26_57,BH-26_57,2020-02-09 23:59:00,BH-26_57,2020-02-03
BC-12,2020-04-06,BC-12,2020-04-12 23:59:00,4870.0,7425,,2020-04-06,BC-12_66,BC-12_66,2020-04-12 23:59:00,BC-12_66,2020-04-06
BI-29,2023-02-13,BI-29,2023-02-19 23:59:00,515.0,0,,2023-02-13,BI-29_215,BI-29_215,2023-02-19 23:59:00,BI-29_215,2023-02-13
BH-24,2019-04-01,BH-24,2019-04-07 23:59:00,1505.0,2226,,2019-04-01,BH-24_13,BH-24_13,2019-04-07 23:59:00,BH-24_13,2019-04-01
BN-62,2022-06-27,BN-62,2022-07-03 23:59:00,1670.0,1141,,2022-06-27,BN-62_182,BN-62_182,2022-07-03 23:59:00,BN-62_182,2022-06-27
BN-62,2023-10-02,BN-62,2023-10-08 23:59:00,1025.0,921,,2023-10-02,BN-62_248,BN-62_248,2023-10-08 23:59:00,BN-62_248,2023-10-02
BT-26,2021-04-26,BT-26,2021-05-02 23:59:00,360.0,5355,,2021-04-26,BT-26_121,BT-26_121,2021-05-02 23:59:00,BT-26_121,2021-04-26
BI-29,2020-07-13,BI-29,2020-07-19 23:59:00,3445.0,5720,,2020-07-13,BI-29_80,BI-29_80,2020-07-19 23:59:00,BI-29_80,2020-07-13
BL-36,2021-11-29,BL-36,2021-12-05 23:59:00,1490.0,1172,,2021-11-29,BL-36_152,BL-36_152,2021-12-05 23:59:00,BL-36_152,2021-11-29
BN-62,2021-06-07,BN-62,2021-06-13 23:59:00,1720.0,895,,2021-06-07,BN-62_127,BN-62_127,2021-06-13 23:59:00,BN-62_127,2021-06-07
BE-19,2022-11-21,BE-19,2022-11-27 23:59:00,11270.0,3791,,2022-11-21,BE-19_203,BE-19_203,2022-11-27 23:59:00,BE-19_203,2022-11-21
BK-32,2022-10-24,BK-32,2022-10-30 23:59:00,1330.0,2469,,2022-10-24,BK-32_199,BK-32_199,2022-10-30 23:59:00,BK-32_199,2022-10-24
BN-62,2019-03-18,BN-62,2019-03-24 23:59:00,185.0,1885,,2019-03-18,BN-62_11,BN-62_11,2019-03-24 23:59:00,BN-62_11,2019-03-18
BN-62,2020-07-20,BN-62,2020-07-26 23:59:00,2475.0,1186,,2020-07-20,BN-62_81,BN-62_81,2020-07-26 23:59:00,BN-62_81,2020-07-20
BC-12,2019-10-21,BC-12,2019-10-27 23:59:00,2885.0,2119,,2019-10-21,BC-12_42,BC-12_42,2019-10-27 23:59:00,BC-12_42,2019-10-21
BH-26,2019-05-20,BH-26,2019-05-26 23:59:00,4710.0,976,,2019-05-20,BH-26_20,BH-26_20,2019-05-26 23:59:00,BH-26_20,2019-05-20
BD-26,2023-07-17,BD-26,2023-07-23 23:59:00,360.0,1489,,2023-07-17,BD-26_237,BD-26_237,2023-07-23 23:59:00,BD-26_237,2023-07-17
BI-29,2020-08-03,BI-29,2020-08-09 23:59:00,2830.0,5471,,2020-08-03,BI-29_83,BI-29_83,2020-08-09 23:59:00,BI-29_83,2020-08-03
BN-62,2022-11-14,BN-62,2022-11-20 23:59:00,75.0,453,,2022-11-14,BN-62_202,BN-62_202,2022-11-20 23:59:00,BN-62_202,2022-11-14
BC-12,2022-06-06,BC-12,2022-06-12 23:59:00,2385.0,192,,2022-06-06,BC-12_179,BC-12_179,2022-06-12 23:59:00,BC-12_179,2022-06-06
BH-26,2020-12-28,BH-26,2021-01-03 23:59:00,1660.0,442,,2020-12-28,BH-26_104,BH-26_104,2021-01-03 23:59:00,BH-26_104,2020-12-28
BH-26,2022-03-07,BH-26,2022-03-13 23:59:00,1670.0,697,,2022-03-07,BH-26_166,BH-26_166,2022-03-13 23:59:00,BH-26_166,2022-03-07
BN-62,2019-07-15,BN-62,2019-07-21 23:59:00,295.0,0,,2019-07-15,BN-62_28,BN-62_28,2019-07-21 23:59:00,BN-62_28,2019-07-15
BQ-25,2021-04-26,BQ-25,2021-05-02 23:59:00,4545.0,1116,,2021-04-26,BQ-25_121,BQ-25_121,2021-05-02 23:59:00,BQ-25_121,2021-04-26
BE-19,2022-10-31,BE-19,2022-11-06 23:59:00,18110.0,4831,,2022-10-31,BE-19_200,BE-19_200,2022-11-06 23:59:00,BE-19_200,2022-10-31
BE-19,2019-10-07,BE-19,2019-10-13 23:59:00,17375.0,5320,,2019-10-07,BE-19_40,BE-19_40,2019-10-13 23:59:00,BE-19_40,2019-10-07
BQ-25,2020-11-30,BQ-25,2020-12-06 23:59:00,1485.0,0,,2020-11-30,BQ-25_100,BQ-25_100,2020-12-06 23:59:00,BQ-25_100,2020-11-30
BC-12,2022-09-12,BC-12,2022-09-18 23:59:00,8195.0,0,,2022-09-12,BC-12_193,BC-12_193,2022-09-18 23:59:00,BC-12_193,2022-09-12
BH-26,2021-01-04,BH-26,2021-01-10 23:59:00,1305.0,526,,2021-01-04,BH-26_105,BH-26_105,2021-01-10 23:59:00,BH-26_105,2021-01-04
BC-12,2022-09-19,BC-12,2022-09-25 23:59:00,8795.0,0,,2022-09-19,BC-12_194,BC-12_194,2022-09-25 23:59:00,BC-12_194,2022-09-19
BE-15,2021-09-27,BE-15,2021-10-03 23:59:00,23905.0,4810,,2021-09-27,BE-15_143,BE-15_143,2021-10-03 23:59:00,BE-15_143,2021-09-27
BQ-25,2023-05-15,BQ-25,2023-05-21 23:59:00,7240.0,1451,,2023-05-15,BQ-25_228,BQ-25_228,2023-05-21 23:59:00,BQ-25_228,2023-05-15
BQ-25,2022-07-25,BQ-25,2022-07-31 23:59:00,4230.0,0,,2022-07-25,BQ-25_186,BQ-25_186,2022-07-31 23:59:00,BQ-25_186,2022-07-25
BD-26,2022-09-12,BD-26,2022-09-18 23:59:00,800.0,2248,,2022-09-12,BD-26_193,BD-26_193,2022-09-18 23:59:00,BD-26_193,2022-09-12
BE-19,2023-12-04,BE-19,2023-12-10 23:59:00,9085.0,2271,,2023-12-04,BE-19_257,BE-19_257,2023-12-10 23:59:00,BE-19_257,2023-12-04
BH-26,2022-03-21,BH-26,2022-03-27 23:59:00,1950.0,635,,2022-03-21,BH-26_168,BH-26_168,2022-03-27 23:59:00,BH-26_168,2022-03-21
BL-36,2020-06-15,BL-36,2020-06-21 23:59:00,4565.0,2431,,2020-06-15,BL-36_76,BL-36_76,2020-06-21 23:59:00,BL-36_76,2020-06-15
BL-36,2023-05-22,BL-36,2023-05-28 23:59:00,3855.0,0,,2023-05-22,BL-36_229,BL-36_229,2023-05-28 23:59:00,BL-36_229,2023-05-22
BD-26,2021-08-23,BD-26,2021-08-29 23:59:00,625.0,2232,,2021-08-23,BD-26_138,BD-26_138,2021-08-29 23:59:00,BD-26_138,2021-08-23
BC-12,2021-02-22,BC-12,2021-02-28 23:59:00,1955.0,0,,2021-02-22,BC-12_112,BC-12_112,2021-02-28 23:59:00,BC-12_112,2021-02-22
BT-26,2022-02-28,BT-26,2022-03-06 23:59:00,525.0,5029,,2022-02-28,BT-26_165,BT-26_165,2022-03-06 23:59:00,BT-26_165,2022-02-28
BE-19,2021-11-22,BE-19,2021-11-28 23:59:00,14275.0,6572,,2021-11-22,BE-19_151,BE-19_151,2021-11-28 23:59:00,BE-19_151,2021-11-22
BK-32,2019-07-08,BK-32,2019-07-14 23:59:00,2740.0,3538,,2019-07-08,BK-32_27,BK-32_27,2019-07-14 23:59:00,BK-32_27,2019-07-08
BK-32,2019-12-02,BK-32,2019-12-08 23:59:00,595.0,1050,,2019-12-02,BK-32_48,BK-32_48,2019-12-08 23:59:00,BK-32_48,2019-12-02
BH-26,2019-12-30,BH-26,2020-01-05 23:59:00,1365.0,480,,2019-12-30,BH-26_52,BH-26_52,2020-01-05 23:59:00,BH-26_52,2019-12-30
BL-36,2020-10-12,BL-36,2020-10-18 23:59:00,3715.0,1865,,2020-10-12,BL-36_93,BL-36_93,2020-10-18 23:59:00,BL-36_93,2020-10-12
BT-26,2023-02-06,BT-26,2023-02-12 23:59:00,315.0,0,,2023-02-06,BT-26_214,BT-26_214,2023-02-12 23:59:00,BT-26_214,2023-02-06
BN-62,2021-08-23,BN-62,2021-08-29 23:59:00,2690.0,1003,,2021-08-23,BN-62_138,BN-62_138,2021-08-29 23:59:00,BN-62_138,2021-08-23
BD-26,2019-06-03,BD-26,2019-06-09 23:59:00,215.0,1360,,2019-06-03,BD-26_22,BD-26_22,2019-06-09 23:59:00,BD-26_22,2019-06-03
BI-29,2020-04-20,BI-29,2020-04-26 23:59:00,2660.0,7586,,2020-04-20,BI-29_68,BI-29_68,2020-04-26 23:59:00,BI-29_68,2020-04-20
BC-12,2021-03-08,BC-12,2021-03-14 23:59:00,3060.0,0,,2021-03-08,BC-12_114,BC-12_114,2021-03-14 23:59:00,BC-12_114,2021-03-08
BE-19,2023-07-03,BE-19,2023-07-09 23:59:00,17195.0,6307,,2023-07-03,BE-19_235,BE-19_235,2023-07-09 23:59:00,BE-19_235,2023-07-03
BH-26,2023-06-12,BH-26,2023-06-18 23:59:00,5150.0,1548,,2023-06-12,BH-26_232,BH-26_232,2023-06-18 23:59:00,BH-26_232,2023-06-12
BT-26,2022-05-09,BT-26,2022-05-15 23:59:00,950.0,4613,,2022-05-09,BT-26_175,BT-26_175,2022-05-15 23:59:00,BT-26_175,2022-05-09
BD-26,2023-03-20,BD-26,2023-03-26 23:59:00,320.0,1109,,2023-03-20,BD-26_220,BD-26_220,2023-03-26 23:59:00,BD-26_220,2023-03-20
BH-24,2023-11-06,BH-24,2023-11-12 23:59:00,1595.0,1852,,2023-11-06,BH-24_253,BH-24_253,2023-11-12 23:59:00,BH-24_253,2023-11-06
BK-32,2022-04-18,BK-32,2022-04-24 23:59:00,1985.0,3528,,2022-04-18,BK-32_172,BK-32_172,2022-04-24 23:59:00,BK-32_172,2022-04-18
BH-26,2020-06-22,BH-26,2020-06-28 23:59:00,11005.0,1298,,2020-06-22,BH-26_77,BH-26_77,2020-06-28 23:59:00,BH-26_77,2020-06-22
BN-62,2018-12-31,BN-62,2019-01-06 23:59:00,185.0,6,,2018-12-31,BN-62_0,BN-62_0,2019-01-06 23:59:00,BN-62_0,2018-12-31
BE-19,2020-06-15,BE-19,2020-06-21 23:59:00,15990.0,8454,,2020-06-15,BE-19_76,BE-19_76,2020-06-21 23:59:00,BE-19_76,2020-06-15
BE-19,2019-03-18,BE-19,2019-03-24 23:59:00,6840.0,6112,,2019-03-18,BE-19_11,BE-19_11,2019-03-24 23:59:00,BE-19_11,2019-03-18
BC-12,2023-06-19,BC-12,2023-06-25 23:59:00,11750.0,4680,,2023-06-19,BC-12_233,BC-12_233,2023-06-25 23:59:00,BC-12_233,2023-06-19
BE-15,2021-06-28,BE-15,2021-07-04 23:59:00,24415.0,5314,,2021-06-28,BE-15_130,BE-15_130,2021-07-04 23:59:00,BE-15_130,2021-06-28
BC-12,2021-05-03,BC-12,2021-05-09 23:59:00,2295.0,1565,,2021-05-03,BC-12_122,BC-12_122,2021-05-09 23:59:00,BC-12_122,2021-05-03
BN-62,2021-02-15,BN-62,2021-02-21 23:59:00,70.0,139,,2021-02-15,BN-62_111,BN-62_111,2021-02-21 23:59:00,BN-62_111,2021-02-15
BT-26,2022-04-04,BT-26,2022-04-10 23:59:00,935.0,4333,,2022-04-04,BT-26_170,BT-26_170,2022-04-10 23:59:00,BT-26_170,2022-04-04
BI-29,2019-09-02,BI-29,2019-09-08 23:59:00,2895.0,4770,,2019-09-02,BI-29_35,BI-29_35,2019-09-08 23:59:00,BI-29_35,2019-09-02
BI-29,2022-05-16,BI-29,2022-05-22 23:59:00,1765.0,3063,,2022-05-16,BI-29_176,BI-29_176,2022-05-22 23:59:00,BI-29_176,2022-05-16
BL-36,2022-04-04,BL-36,2022-04-10 23:59:00,1780.0,10034,,2022-04-04,BL-36_170,BL-36_170,2022-04-10 23:59:00,BL-36_170,2022-04-04
BK-32,2019-04-29,BK-32,2019-05-05 23:59:00,1380.0,2455,,2019-04-29,BK-32_17,BK-32_17,2019-05-05 23:59:00,BK-32_17,2019-04-29
BL-36,2023-12-11,BL-36,2023-12-17 23:59:00,630.0,518,,2023-12-11,BL-36_258,BL-36_258,2023-12-17 23:59:00,BL-36_258,2023-12-11
BK-32,2020-01-27,BK-32,2020-02-02 23:59:00,925.0,1742,,2020-01-27,BK-32_56,BK-32_56,2020-02-02 23:59:00,BK-32_56,2020-01-27
BQ-25,2022-12-05,BQ-25,2022-12-11 23:59:00,2525.0,0,,2022-12-05,BQ-25_205,BQ-25_205,2022-12-11 23:59:00,BQ-25_205,2022-12-05
BL-36,2020-05-04,BL-36,2020-05-10 23:59:00,3835.0,2997,,2020-05-04,BL-36_70,BL-36_70,2020-05-10 23:59:00,BL-36_70,2020-05-04
BC-12,2020-07-06,BC-12,2020-07-12 23:59:00,4500.0,7408,,2020-07-06,BC-12_79,BC-12_79,2020-07-12 23:59:00,BC-12_79,2020-07-06
BE-15,2023-05-15,BE-15,2023-05-21 23:59:00,40065.0,5924,,2023-05-15,BE-15_228,BE-15_228,2023-05-21 23:59:00,BE-15_228,2023-05-15
BK-32,2021-09-13,BK-32,2021-09-19 23:59:00,4405.0,5332,,2021-09-13,BK-32_141,BK-32_141,2021-09-19 23:59:00,BK-32_141,2021-09-13
BK-32,2019-01-21,BK-32,2019-01-27 23:59:00,425.0,683,,2019-01-21,BK-32_3,BK-32_3,2019-01-27 23:59:00,BK-32_3,2019-01-21
BD-17,2022-06-13,BD-17,2022-06-19 23:59:00,2385.0,0,,2022-06-13,BD-17_180,BD-17_180,2022-06-19 23:59:00,BD-17_180,2022-06-13
BD-26,2019-02-18,BD-26,2019-02-24 23:59:00,65.0,520,,2019-02-18,BD-26_7,BD-26_7,2019-02-24 23:59:00,BD-26_7,2019-02-18
BH-26,2023-03-06,BH-26,2023-03-12 23:59:00,1650.0,649,,2023-03-06,BH-26_218,BH-26_218,2023-03-12 23:59:00,BH-26_218,2023-03-06
BH-24,2019-06-03,BH-24,2019-06-09 23:59:00,1535.0,2327,,2019-06-03,BH-24_22,BH-24_22,2019-06-09 23:59:00,BH-24_22,2019-06-03
BD-26,2021-04-12,BD-26,2021-04-18 23:59:00,235.0,1366,,2021-04-12,BD-26_119,BD-26_119,2021-04-18 23:59:00,BD-26_119,2021-04-12
BL-36,2020-09-21,BL-36,2020-09-27 23:59:00,5305.0,2593,,2020-09-21,BL-36_90,BL-36_90,2020-09-27 23:59:00,BL-36_90,2020-09-21
BQ-25,2020-03-16,BQ-25,2020-03-22 23:59:00,695.0,0,,2020-03-16,BQ-25_63,BQ-25_63,2020-03-22 23:59:00,BQ-25_63,2020-03-16
BE-19,2021-10-11,BE-19,2021-10-17 23:59:00,23350.0,6980,,2021-10-11,BE-19_145,BE-19_145,2021-10-17 23:59:00,BE-19_145,2021-10-11
BD-26,2023-07-24,BD-26,2023-07-30 23:59:00,525.0,1115,,2023-07-24,BD-26_238,BD-26_238,2023-07-30 23:59:00,BD-26_238,2023-07-24
BN-62,2023-01-02,BN-62,2023-01-08 23:59:00,680.0,863,,2023-01-02,BN-62_209,BN-62_209,2023-01-08 23:59:00,BN-62_209,2023-01-02
BH-24,2023-07-31,BH-24,2023-08-06 23:59:00,2125.0,1725,,2023-07-31,BH-24_239,BH-24_239,2023-08-06 23:59:00,BH-24_239,2023-07-31
BC-12,2022-11-21,BC-12,2022-11-27 23:59:00,7285.0,0,,2022-11-21,BC-12_203,BC-12_203,2022-11-27 23:59:00,BC-12_203,2022-11-21
BD-17,2022-11-28,BD-17,2022-12-04 23:59:00,1280.0,485,,2022-11-28,BD-17_204,BD-17_204,2022-12-04 23:59:00,BD-17_204,2022-11-28
BT-26,2021-06-28,BT-26,2021-07-04 23:59:00,455.0,5524,,2021-06-28,BT-26_130,BT-26_130,2021-07-04 23:59:00,BT-26_130,2021-06-28
BT-26,2023-12-11,BT-26,2023-12-17 23:59:00,170.0,2857,,2023-12-11,BT-26_258,BT-26_258,2023-12-17 23:59:00,BT-26_258,2023-12-11
BC-12,2020-06-08,BC-12,2020-06-14 23:59:00,6205.0,9930,,2020-06-08,BC-12_75,BC-12_75,2020-06-14 23:59:00,BC-12_75,2020-06-08
BQ-25,2022-04-25,BQ-25,2022-05-01 23:59:00,7175.0,1542,,2022-04-25,BQ-25_173,BQ-25_173,2022-05-01 23:59:00,BQ-25_173,2022-04-25
BK-32,2023-04-03,BK-32,2023-04-09 23:59:00,1845.0,4390,,2023-04-03,BK-32_222,BK-32_222,2023-04-09 23:59:00,BK-32_222,2023-04-03
BD-26,2020-06-29,BD-26,2020-07-05 23:59:00,745.0,1997,,2020-06-29,BD-26_78,BD-26_78,2020-07-05 23:59:00,BD-26_78,2020-06-29
BE-15,2023-02-20,BE-15,2023-02-26 23:59:00,16875.0,2785,,2023-02-20,BE-15_216,BE-15_216,2023-02-26 23:59:00,BE-15_216,2023-02-20
BI-29,2022-10-17,BI-29,2022-10-23 23:59:00,950.0,0,,2022-10-17,BI-29_198,BI-29_198,2022-10-23 23:59:00,BI-29_198,2022-10-17
BQ-25,2023-06-05,BQ-25,2023-06-11 23:59:00,4950.0,1434,,2023-06-05,BQ-25_231,BQ-25_231,2023-06-11 23:59:00,BQ-25_231,2023-06-05
BE-19,2021-04-26,BE-19,2021-05-02 23:59:00,15030.0,6731,,2021-04-26,BE-19_121,BE-19_121,2021-05-02 23:59:00,BE-19_121,2021-04-26
BN-62,2019-08-12,BN-62,2019-08-18 23:59:00,295.0,0,,2019-08-12,BN-62_32,BN-62_32,2019-08-18 23:59:00,BN-62_32,2019-08-12
BI-29,2019-11-04,BI-29,2019-11-10 23:59:00,775.0,0,,2019-11-04,BI-29_44,BI-29_44,2019-11-10 23:59:00,BI-29_44,2019-11-04
BE-19,2019-05-27,BE-19,2019-06-02 23:59:00,10555.0,5538,,2019-05-27,BE-19_21,BE-19_21,2019-06-02 23:59:00,BE-19_21,2019-05-27
BE-19,2019-08-19,BE-19,2019-08-25 23:59:00,5815.0,3850,,2019-08-19,BE-19_33,BE-19_33,2019-08-25 23:59:00,BE-19_33,2019-08-19
BD-26,2021-11-15,BD-26,2021-11-21 23:59:00,130.0,923,,2021-11-15,BD-26_150,BD-26_150,2021-11-21 23:59:00,BD-26_150,2021-11-15
BD-26,2020-01-27,BD-26,2020-02-02 23:59:00,180.0,859,,2020-01-27,BD-26_56,BD-26_56,2020-02-02 23:59:00,BD-26_56,2020-01-27
BQ-25,2022-02-07,BQ-25,2022-02-13 23:59:00,2150.0,858,,2022-02-07,BQ-25_162,BQ-25_162,2022-02-13 23:59:00,BQ-25_162,2022-02-07
BE-15,2019-04-22,BE-15,2019-04-28 23:59:00,11705.0,4257,,2019-04-22,BE-15_16,BE-15_16,2019-04-28 23:59:00,BE-15_16,2019-04-22
BN-62,2022-10-31,BN-62,2022-11-06 23:59:00,1340.0,1008,,2022-10-31,BN-62_200,BN-62_200,2022-11-06 23:59:00,BN-62_200,2022-10-31
BE-19,2023-03-27,BE-19,2023-04-02 23:59:00,26790.0,7106,,2023-03-27,BE-19_221,BE-19_221,2023-04-02 23:59:00,BE-19_221,2023-03-27
BC-12,2019-07-22,BC-12,2019-07-28 23:59:00,4300.0,5513,,2019-07-22,BC-12_29,BC-12_29,2019-07-28 23:59:00,BC-12_29,2019-07-22
BC-12,2019-08-19,BC-12,2019-08-25 23:59:00,1670.0,2616,,2019-08-19,BC-12_33,BC-12_33,2019-08-25 23:59:00,BC-12_33,2019-08-19
BE-15,2023-09-11,BE-15,2023-09-17 23:59:00,35650.0,7182,,2023-09-11,BE-15_245,BE-15_245,2023-09-17 23:59:00,BE-15_245,2023-09-11
BQ-25,2021-10-04,BQ-25,2021-10-10 23:59:00,5430.0,1710,,2021-10-04,BQ-25_144,BQ-25_144,2021-10-10 23:59:00,BQ-25_144,2021-10-04
BE-19,2019-02-04,BE-19,2019-02-10 23:59:00,1390.0,1856,,2019-02-04,BE-19_5,BE-19_5,2019-02-10 23:59:00,BE-19_5,2019-02-04
