GRID_ID.1,STARTweek_stravaDATE_cast,GRID_ID,ENDweek_stravaDATE_cast,SUM_total_trip_count,EcoCntr_weekly_SUM,MAX_slopePct,STARTweek_Time,HEXid_weekID,HEXid_WeekID,ENDweek_Time,week_id,week_start
BL-36,2021-05-10,BL-36,2021-05-16 23:59:00,3215.0,1230,,2021-05-10,BL-36_123,BL-36_123,2021-05-16 23:59:00,BL-36_123,2021-05-10
BK-32,2019-09-30,BK-32,2019-10-06 23:59:00,1725.0,2369,,2019-09-30,BK-32_39,BK-32_39,2019-10-06 23:59:00,BK-32_39,2019-09-30
BT-26,2020-01-06,BT-26,2020-01-12 23:59:00,415.0,2224,,2020-01-06,BT-26_53,BT-26_53,2020-01-12 23:59:00,BT-26_53,2020-01-06
BH-24,2021-04-26,BH-24,2021-05-02 23:59:00,3890.0,3717,,2021-04-26,BH-24_121,BH-24_121,2021-05-02 23:59:00,BH-24_121,2021-04-26
BH-24,2020-05-25,BH-24,2020-05-31 23:59:00,3355.0,4615,,2020-05-25,BH-24_73,BH-24_73,2020-05-31 23:59:00,BH-24_73,2020-05-25
BH-24,2021-05-17,BH-24,2021-05-23 23:59:00,2440.0,2236,,2021-05-17,BH-24_124,BH-24_124,2021-05-23 23:59:00,BH-24_124,2021-05-17
BK-32,2021-08-30,BK-32,2021-09-05 23:59:00,4305.0,5138,,2021-08-30,BK-32_139,BK-32_139,2021-09-05 23:59:00,BK-32_139,2021-08-30
BN-62,2020-06-01,BN-62,2020-06-07 23:59:00,1940.0,1281,,2020-06-01,BN-62_74,BN-62_74,2020-06-07 23:59:00,BN-62_74,2020-06-01
BI-29,2019-12-02,BI-29,2019-12-08 23:59:00,410.0,1253,,2019-12-02,BI-29_48,BI-29_48,2019-12-08 23:59:00,BI-29_48,2019-12-02
BL-36,2023-04-24,BL-36,2023-04-30 23:59:00,1925.0,0,,2023-04-24,BL-36_225,BL-36_225,2023-04-30 23:59:00,BL-36_225,2023-04-24
BD-17,2022-08-29,BD-17,2022-09-04 23:59:00,2385.0,1520,,2022-08-29,BD-17_191,BD-17_191,2022-09-04 23:59:00,BD-17_191,2022-08-29
BQ-25,2023-11-27,BQ-25,2023-12-03 23:59:00,1060.0,618,,2023-11-27,BQ-25_256,BQ-25_256,2023-12-03 23:59:00,BQ-25_256,2023-11-27
BL-36,2021-09-20,BL-36,2021-09-26 23:59:00,3775.0,2029,,2021-09-20,BL-36_142,BL-36_142,2021-09-26 23:59:00,BL-36_142,2021-09-20
BH-24,2020-10-12,BH-24,2020-10-18 23:59:00,2655.0,3069,,2020-10-12,BH-24_93,BH-24_93,2020-10-18 23:59:00,BH-24_93,2020-10-12
BD-26,2023-11-13,BD-26,2023-11-19 23:59:00,200.0,891,,2023-11-13,BD-26_254,BD-26_254,2023-11-19 23:59:00,BD-26_254,2023-11-13
BD-17,2023-03-20,BD-17,2023-03-26 23:59:00,2110.0,677,,2023-03-20,BD-17_220,BD-17_220,2023-03-26 23:59:00,BD-17_220,2023-03-20
BT-26,2019-02-11,BT-26,2019-02-17 23:59:00,55.0,1260,,2019-02-11,BT-26_6,BT-26_6,2019-02-17 23:59:00,BT-26_6,2019-02-11
BN-62,2021-01-11,BN-62,2021-01-17 23:59:00,535.0,732,,2021-01-11,BN-62_106,BN-62_106,2021-01-17 23:59:00,BN-62_106,2021-01-11
BQ-25,2019-01-28,BQ-25,2019-02-03 23:59:00,20.0,0,,2019-01-28,BQ-25_4,BQ-25_4,2019-02-03 23:59:00,BQ-25_4,2019-01-28
BD-17,2022-04-04,BD-17,2022-04-10 23:59:00,2115.0,0,,2022-04-04,BD-17_170,BD-17_170,2022-04-10 23:59:00,BD-17_170,2022-04-04
BL-36,2022-12-19,BL-36,2022-12-25 23:59:00,115.0,0,,2022-12-19,BL-36_207,BL-36_207,2022-12-25 23:59:00,BL-36_207,2022-12-19
BE-15,2019-09-23,BE-15,2019-09-29 23:59:00,8920.0,4018,,2019-09-23,BE-15_38,BE-15_38,2019-09-29 23:59:00,BE-15_38,2019-09-23
BD-26,2023-08-14,BD-26,2023-08-20 23:59:00,525.0,1777,,2023-08-14,BD-26_241,BD-26_241,2023-08-20 23:59:00,BD-26_241,2023-08-14
BD-26,2020-01-06,BD-26,2020-01-12 23:59:00,40.0,414,,2020-01-06,BD-26_53,BD-26_53,2020-01-12 23:59:00,BD-26_53,2020-01-06
BN-62,2019-09-30,BN-62,2019-10-06 23:59:00,415.0,1907,,2019-09-30,BN-62_39,BN-62_39,2019-10-06 23:59:00,BN-62_39,2019-09-30
BN-62,2020-04-20,BN-62,2020-04-26 23:59:00,1595.0,1588,,2020-04-20,BN-62_68,BN-62_68,2020-04-26 23:59:00,BN-62_68,2020-04-20
BT-26,2023-04-10,BT-26,2023-04-16 23:59:00,1460.0,5621,,2023-04-10,BT-26_223,BT-26_223,2023-04-16 23:59:00,BT-26_223,2023-04-10
BE-19,2022-03-14,BE-19,2022-03-20 23:59:00,22615.0,10673,,2022-03-14,BE-19_167,BE-19_167,2022-03-20 23:59:00,BE-19_167,2022-03-14
BD-17,2022-12-19,BD-17,2022-12-25 23:59:00,305.0,312,,2022-12-19,BD-17_207,BD-17_207,2022-12-25 23:59:00,BD-17_207,2022-12-19
BC-12,2023-05-08,BC-12,2023-05-14 23:59:00,8560.0,3086,,2023-05-08,BC-12_227,BC-12_227,2023-05-14 23:59:00,BC-12_227,2023-05-08
BL-36,2020-11-30,BL-36,2020-12-06 23:59:00,755.0,726,,2020-11-30,BL-36_100,BL-36_100,2020-12-06 23:59:00,BL-36_100,2020-11-30
BH-24,2022-09-26,BH-24,2022-10-02 23:59:00,2620.0,2425,,2022-09-26,BH-24_195,BH-24_195,2022-10-02 23:59:00,BH-24_195,2022-09-26
BD-17,2021-08-23,BD-17,2021-08-29 23:59:00,1930.0,1249,,2021-08-23,BD-17_138,BD-17_138,2021-08-29 23:59:00,BD-17_138,2021-08-23
BT-26,2023-01-23,BT-26,2023-01-29 23:59:00,75.0,0,,2023-01-23,BT-26_212,BT-26_212,2023-01-29 23:59:00,BT-26_212,2023-01-23
BI-29,2023-07-17,BI-29,2023-07-23 23:59:00,1310.0,2586,,2023-07-17,BI-29_237,BI-29_237,2023-07-23 23:59:00,BI-29_237,2023-07-17
BE-15,2022-03-07,BE-15,2022-03-13 23:59:00,20625.0,3595,,2022-03-07,BE-15_166,BE-15_166,2022-03-13 23:59:00,BE-15_166,2022-03-07
BD-17,2019-06-10,BD-17,2019-06-16 23:59:00,1390.0,1039,,2019-06-10,BD-17_23,BD-17_23,2019-06-16 23:59:00,BD-17_23,2019-06-10
BQ-25,2023-07-24,BQ-25,2023-07-30 23:59:00,6325.0,0,,2023-07-24,BQ-25_238,BQ-25_238,2023-07-30 23:59:00,BQ-25_238,2023-07-24
BD-17,2020-08-03,BD-17,2020-08-09 23:59:00,2550.0,2117,,2020-08-03,BD-17_83,BD-17_83,2020-08-09 23:59:00,BD-17_83,2020-08-03
BK-32,2020-07-20,BK-32,2020-07-26 23:59:00,4580.0,7680,,2020-07-20,BK-32_81,BK-32_81,2020-07-26 23:59:00,BK-32_81,2020-07-20
BC-12,2023-09-11,BC-12,2023-09-17 23:59:00,10255.0,4250,,2023-09-11,BC-12_245,BC-12_245,2023-09-17 23:59:00,BC-12_245,2023-09-11
BN-62,2019-02-11,BN-62,2019-02-17 23:59:00,140.0,2,,2019-02-11,BN-62_6,BN-62_6,2019-02-17 23:59:00,BN-62_6,2019-02-11
BT-26,2019-01-14,BT-26,2019-01-20 23:59:00,335.0,1060,,2019-01-14,BT-26_2,BT-26_2,2019-01-20 23:59:00,BT-26_2,2019-01-14
BC-12,2022-08-08,BC-12,2022-08-14 23:59:00,4320.0,331,,2022-08-08,BC-12_188,BC-12_188,2022-08-14 23:59:00,BC-12_188,2022-08-08
BQ-25,2021-03-01,BQ-25,2021-03-07 23:59:00,5025.0,1515,,2021-03-01,BQ-25_113,BQ-25_113,2021-03-07 23:59:00,BQ-25_113,2021-03-01
BH-24,2021-08-23,BH-24,2021-08-29 23:59:00,4045.0,2569,,2021-08-23,BH-24_138,BH-24_138,2021-08-29 23:59:00,BH-24_138,2021-08-23
BE-19,2022-11-28,BE-19,2022-12-04 23:59:00,8325.0,1987,,2022-11-28,BE-19_204,BE-19_204,2022-12-04 23:59:00,BE-19_204,2022-11-28
BH-24,2023-10-30,BH-24,2023-11-05 23:59:00,1355.0,1484,,2023-10-30,BH-24_252,BH-24_252,2023-11-05 23:59:00,BH-24_252,2023-10-30
BQ-25,2023-07-03,BQ-25,2023-07-09 23:59:00,6595.0,0,,2023-07-03,BQ-25_235,BQ-25_235,2023-07-09 23:59:00,BQ-25_235,2023-07-03
BE-19,2020-12-21,BE-19,2020-12-27 23:59:00,10060.0,5223,,2020-12-21,BE-19_103,BE-19_103,2020-12-27 23:59:00,BE-19_103,2020-12-21
BH-26,2023-01-30,BH-26,2023-02-05 23:59:00,360.0,204,,2023-01-30,BH-26_213,BH-26_213,2023-02-05 23:59:00,BH-26_213,2023-01-30
BK-32,2020-05-18,BK-32,2020-05-24 23:59:00,3365.0,3900,,2020-05-18,BK-32_72,BK-32_72,2020-05-24 23:59:00,BK-32_72,2020-05-18
BD-17,2023-01-16,BD-17,2023-01-22 23:59:00,1010.0,623,,2023-01-16,BD-17_211,BD-17_211,2023-01-22 23:59:00,BD-17_211,2023-01-16
BE-15,2023-05-01,BE-15,2023-05-07 23:59:00,49240.0,5487,,2023-05-01,BE-15_226,BE-15_226,2023-05-07 23:59:00,BE-15_226,2023-05-01
BH-24,2022-04-11,BH-24,2022-04-17 23:59:00,1160.0,1244,,2022-04-11,BH-24_171,BH-24_171,2022-04-17 23:59:00,BH-24_171,2022-04-11
BQ-25,2020-03-23,BQ-25,2020-03-29 23:59:00,3205.0,0,,2020-03-23,BQ-25_64,BQ-25_64,2020-03-29 23:59:00,BQ-25_64,2020-03-23
BD-17,2019-03-25,BD-17,2019-03-31 23:59:00,1005.0,613,,2019-03-25,BD-17_12,BD-17_12,2019-03-31 23:59:00,BD-17_12,2019-03-25
BD-17,2023-02-13,BD-17,2023-02-19 23:59:00,1545.0,767,,2023-02-13,BD-17_215,BD-17_215,2023-02-19 23:59:00,BD-17_215,2023-02-13
BQ-25,2019-11-11,BQ-25,2019-11-17 23:59:00,100.0,0,,2019-11-11,BQ-25_45,BQ-25_45,2019-11-17 23:59:00,BQ-25_45,2019-11-11
BD-26,2023-06-05,BD-26,2023-06-11 23:59:00,425.0,680,,2023-06-05,BD-26_231,BD-26_231,2023-06-11 23:59:00,BD-26_231,2023-06-05
BI-29,2020-05-25,BI-29,2020-05-31 23:59:00,2700.0,7155,,2020-05-25,BI-29_73,BI-29_73,2020-05-31 23:59:00,BI-29_73,2020-05-25
BE-19,2022-03-07,BE-19,2022-03-13 23:59:00,9755.0,4611,,2022-03-07,BE-19_166,BE-19_166,2022-03-13 23:59:00,BE-19_166,2022-03-07
BT-26,2022-05-16,BT-26,2022-05-22 23:59:00,540.0,4357,,2022-05-16,BT-26_176,BT-26_176,2022-05-22 23:59:00,BT-26_176,2022-05-16
BN-62,2022-04-18,BN-62,2022-04-24 23:59:00,1420.0,935,,2022-04-18,BN-62_172,BN-62_172,2022-04-24 23:59:00,BN-62_172,2022-04-18
BE-15,2019-10-14,BE-15,2019-10-20 23:59:00,12930.0,4773,,2019-10-14,BE-15_41,BE-15_41,2019-10-20 23:59:00,BE-15_41,2019-10-14
BE-19,2023-10-02,BE-19,2023-10-08 23:59:00,20325.0,6013,,2023-10-02,BE-19_248,BE-19_248,2023-10-08 23:59:00,BE-19_248,2023-10-02
BL-36,2022-05-09,BL-36,2022-05-15 23:59:00,2775.0,0,,2022-05-09,BL-36_175,BL-36_175,2022-05-15 23:59:00,BL-36_175,2022-05-09
BQ-25,2021-10-18,BQ-25,2021-10-24 23:59:00,4330.0,1231,,2021-10-18,BQ-25_146,BQ-25_146,2021-10-24 23:59:00,BQ-25_146,2021-10-18
BL-36,2019-05-27,BL-36,2019-06-02 23:59:00,3030.0,2352,,2019-05-27,BL-36_21,BL-36_21,2019-06-02 23:59:00,BL-36_21,2019-05-27
BD-17,2020-03-16,BD-17,2020-03-22 23:59:00,620.0,654,,2020-03-16,BD-17_63,BD-17_63,2020-03-22 23:59:00,BD-17_63,2020-03-16
BN-62,2023-08-21,BN-62,2023-08-27 23:59:00,1510.0,734,,2023-08-21,BN-62_242,BN-62_242,2023-08-27 23:59:00,BN-62_242,2023-08-21
BQ-25,2022-01-10,BQ-25,2022-01-16 23:59:00,1850.0,525,,2022-01-10,BQ-25_158,BQ-25_158,2022-01-16 23:59:00,BQ-25_158,2022-01-10
BK-32,2019-12-09,BK-32,2019-12-15 23:59:00,85.0,643,,2019-12-09,BK-32_49,BK-32_49,2019-12-15 23:59:00,BK-32_49,2019-12-09
BE-19,2023-01-30,BE-19,2023-02-05 23:59:00,2245.0,1114,,2023-01-30,BE-19_213,BE-19_213,2023-02-05 23:59:00,BE-19_213,2023-01-30
BI-29,2022-06-06,BI-29,2022-06-12 23:59:00,1425.0,3039,,2022-06-06,BI-29_179,BI-29_179,2022-06-12 23:59:00,BI-29_179,2022-06-06
BH-24,2023-03-27,BH-24,2023-04-02 23:59:00,1725.0,1802,,2023-03-27,BH-24_221,BH-24_221,2023-04-02 23:59:00,BH-24_221,2023-03-27
BK-32,2022-02-07,BK-32,2022-02-13 23:59:00,1260.0,2418,,2022-02-07,BK-32_162,BK-32_162,2022-02-13 23:59:00,BK-32_162,2022-02-07
BD-17,2023-06-05,BD-17,2023-06-11 23:59:00,2465.0,1609,,2023-06-05,BD-17_231,BD-17_231,2023-06-11 23:59:00,BD-17_231,2023-06-05
BE-19,2022-01-10,BE-19,2022-01-16 23:59:00,5165.0,2086,,2022-01-10,BE-19_158,BE-19_158,2022-01-16 23:59:00,BE-19_158,2022-01-10
BK-32,2018-12-31,BK-32,2019-01-06 23:59:00,515.0,1391,,2018-12-31,BK-32_0,BK-32_0,2019-01-06 23:59:00,BK-32_0,2018-12-31
BH-24,2022-02-28,BH-24,2022-03-06 23:59:00,2810.0,1881,,2022-02-28,BH-24_165,BH-24_165,2022-03-06 23:59:00,BH-24_165,2022-02-28
BH-24,2021-10-11,BH-24,2021-10-17 23:59:00,1910.0,1762,,2021-10-11,BH-24_145,BH-24_145,2021-10-17 23:59:00,BH-24_145,2021-10-11
BH-24,2019-07-08,BH-24,2019-07-14 23:59:00,2060.0,2655,,2019-07-08,BH-24_27,BH-24_27,2019-07-14 23:59:00,BH-24_27,2019-07-08
BL-36,2021-08-02,BL-36,2021-08-08 23:59:00,4375.0,2428,,2021-08-02,BL-36_135,BL-36_135,2021-08-08 23:59:00,BL-36_135,2021-08-02
BH-24,2021-02-01,BH-24,2021-02-07 23:59:00,695.0,985,,2021-02-01,BH-24_109,BH-24_109,2021-02-07 23:59:00,BH-24_109,2021-02-01
BH-26,2021-03-01,BH-26,2021-03-07 23:59:00,6240.0,1165,,2021-03-01,BH-26_113,BH-26_113,2021-03-07 23:59:00,BH-26_113,2021-03-01
BC-12,2020-03-16,BC-12,2020-03-22 23:59:00,1410.0,2551,,2020-03-16,BC-12_63,BC-12_63,2020-03-22 23:59:00,BC-12_63,2020-03-16
BQ-25,2021-04-05,BQ-25,2021-04-11 23:59:00,4570.0,1317,,2021-04-05,BQ-25_118,BQ-25_118,2021-04-11 23:59:00,BQ-25_118,2021-04-05
BN-62,2020-08-31,BN-62,2020-09-06 23:59:00,1995.0,1046,,2020-08-31,BN-62_87,BN-62_87,2020-09-06 23:59:00,BN-62_87,2020-08-31
BH-24,2022-01-03,BH-24,2022-01-09 23:59:00,355.0,652,,2022-01-03,BH-24_157,BH-24_157,2022-01-09 23:59:00,BH-24_157,2022-01-03
BI-29,2019-12-23,BI-29,2019-12-29 23:59:00,635.0,1726,,2019-12-23,BI-29_51,BI-29_51,2019-12-29 23:59:00,BI-29_51,2019-12-23
BH-24,2023-09-18,BH-24,2023-09-24 23:59:00,2250.0,2222,,2023-09-18,BH-24_246,BH-24_246,2023-09-24 23:59:00,BH-24_246,2023-09-18
BH-24,2021-02-22,BH-24,2021-02-28 23:59:00,1385.0,1632,,2021-02-22,BH-24_112,BH-24_112,2021-02-28 23:59:00,BH-24_112,2021-02-22
BK-32,2020-03-30,BK-32,2020-04-05 23:59:00,1590.0,1371,,2020-03-30,BK-32_65,BK-32_65,2020-04-05 23:59:00,BK-32_65,2020-03-30
BL-36,2022-10-31,BL-36,2022-11-06 23:59:00,2225.0,0,,2022-10-31,BL-36_200,BL-36_200,2022-11-06 23:59:00,BL-36_200,2022-10-31
BD-26,2020-05-25,BD-26,2020-05-31 23:59:00,685.0,2722,,2020-05-25,BD-26_73,BD-26_73,2020-05-31 23:59:00,BD-26_73,2020-05-25
BK-32,2021-08-09,BK-32,2021-08-15 23:59:00,3850.0,5092,,2021-08-09,BK-32_136,BK-32_136,2021-08-15 23:59:00,BK-32_136,2021-08-09
BT-26,2023-07-03,BT-26,2023-07-09 23:59:00,1540.0,6817,,2023-07-03,BT-26_235,BT-26_235,2023-07-09 23:59:00,BT-26_235,2023-07-03
BI-29,2023-05-29,BI-29,2023-06-04 23:59:00,2310.0,3066,,2023-05-29,BI-29_230,BI-29_230,2023-06-04 23:59:00,BI-29_230,2023-05-29
BC-12,2019-03-25,BC-12,2019-03-31 23:59:00,2620.0,3093,,2019-03-25,BC-12_12,BC-12_12,2019-03-31 23:59:00,BC-12_12,2019-03-25
BH-24,2021-07-26,BH-24,2021-08-01 23:59:00,2810.0,1793,,2021-07-26,BH-24_134,BH-24_134,2021-08-01 23:59:00,BH-24_134,2021-07-26
BE-19,2021-08-09,BE-19,2021-08-15 23:59:00,12405.0,2657,,2021-08-09,BE-19_136,BE-19_136,2021-08-15 23:59:00,BE-19_136,2021-08-09
BD-17,2019-10-14,BD-17,2019-10-20 23:59:00,1420.0,795,,2019-10-14,BD-17_41,BD-17_41,2019-10-20 23:59:00,BD-17_41,2019-10-14
BH-26,2020-04-20,BH-26,2020-04-26 23:59:00,8080.0,1487,,2020-04-20,BH-26_68,BH-26_68,2020-04-26 23:59:00,BH-26_68,2020-04-20
BD-26,2022-01-17,BD-26,2022-01-23 23:59:00,130.0,724,,2022-01-17,BD-26_159,BD-26_159,2022-01-23 23:59:00,BD-26_159,2022-01-17
BQ-25,2023-01-02,BQ-25,2023-01-08 23:59:00,2840.0,0,,2023-01-02,BQ-25_209,BQ-25_209,2023-01-08 23:59:00,BQ-25_209,2023-01-02
BD-26,2022-04-18,BD-26,2022-04-24 23:59:00,1180.0,1473,,2022-04-18,BD-26_172,BD-26_172,2022-04-24 23:59:00,BD-26_172,2022-04-18
BH-26,2019-05-06,BH-26,2019-05-12 23:59:00,3780.0,806,,2019-05-06,BH-26_18,BH-26_18,2019-05-12 23:59:00,BH-26_18,2019-05-06
BL-36,2021-08-16,BL-36,2021-08-22 23:59:00,4085.0,2324,,2021-08-16,BL-36_137,BL-36_137,2021-08-22 23:59:00,BL-36_137,2021-08-16
BT-26,2020-05-11,BT-26,2020-05-17 23:59:00,320.0,7234,,2020-05-11,BT-26_71,BT-26_71,2020-05-17 23:59:00,BT-26_71,2020-05-11
BL-36,2020-12-28,BL-36,2021-01-03 23:59:00,795.0,612,,2020-12-28,BL-36_104,BL-36_104,2021-01-03 23:59:00,BL-36_104,2020-12-28
BN-62,2021-09-13,BN-62,2021-09-19 23:59:00,1940.0,1079,,2021-09-13,BN-62_141,BN-62_141,2021-09-19 23:59:00,BN-62_141,2021-09-13
BI-29,2020-05-18,BI-29,2020-05-24 23:59:00,2310.0,6322,,2020-05-18,BI-29_72,BI-29_72,2020-05-24 23:59:00,BI-29_72,2020-05-18
BH-26,2021-07-05,BH-26,2021-07-11 23:59:00,8135.0,1340,,2021-07-05,BH-26_131,BH-26_131,2021-07-11 23:59:00,BH-26_131,2021-07-05
BN-62,2020-07-27,BN-62,2020-08-02 23:59:00,1825.0,1248,,2020-07-27,BN-62_82,BN-62_82,2020-08-02 23:59:00,BN-62_82,2020-07-27
BL-36,2019-12-30,BL-36,2020-01-05 23:59:00,1015.0,705,,2019-12-30,BL-36_52,BL-36_52,2020-01-05 23:59:00,BL-36_52,2019-12-30
BH-26,2023-02-27,BH-26,2023-03-05 23:59:00,2705.0,1061,,2023-02-27,BH-26_217,BH-26_217,2023-03-05 23:59:00,BH-26_217,2023-02-27
BE-15,2022-11-21,BE-15,2022-11-27 23:59:00,27285.0,3643,,2022-11-21,BE-15_203,BE-15_203,2022-11-27 23:59:00,BE-15_203,2022-11-21
BE-19,2020-05-18,BE-19,2020-05-24 23:59:00,17365.0,9656,,2020-05-18,BE-19_72,BE-19_72,2020-05-24 23:59:00,BE-19_72,2020-05-18
BE-19,2021-03-29,BE-19,2021-04-04 23:59:00,21720.0,8633,,2021-03-29,BE-19_117,BE-19_117,2021-04-04 23:59:00,BE-19_117,2021-03-29
BQ-25,2021-03-22,BQ-25,2021-03-28 23:59:00,4855.0,1352,,2021-03-22,BQ-25_116,BQ-25_116,2021-03-28 23:59:00,BQ-25_116,2021-03-22
BD-26,2021-05-17,BD-26,2021-05-23 23:59:00,465.0,587,,2021-05-17,BD-26_124,BD-26_124,2021-05-23 23:59:00,BD-26_124,2021-05-17
BD-26,2023-03-13,BD-26,2023-03-19 23:59:00,70.0,1089,,2023-03-13,BD-26_219,BD-26_219,2023-03-19 23:59:00,BD-26_219,2023-03-13
BH-26,2023-08-28,BH-26,2023-09-03 23:59:00,5525.0,2246,,2023-08-28,BH-26_243,BH-26_243,2023-09-03 23:59:00,BH-26_243,2023-08-28
BI-29,2019-01-14,BI-29,2019-01-20 23:59:00,135.0,569,,2019-01-14,BI-29_2,BI-29_2,2019-01-20 23:59:00,BI-29_2,2019-01-14
BT-26,2021-09-20,BT-26,2021-09-26 23:59:00,830.0,5832,,2021-09-20,BT-26_142,BT-26_142,2021-09-26 23:59:00,BT-26_142,2021-09-20
BC-12,2023-01-09,BC-12,2023-01-15 23:59:00,5685.0,0,,2023-01-09,BC-12_210,BC-12_210,2023-01-15 23:59:00,BC-12_210,2023-01-09
BC-12,2022-12-05,BC-12,2022-12-11 23:59:00,3170.0,0,,2022-12-05,BC-12_205,BC-12_205,2022-12-11 23:59:00,BC-12_205,2022-12-05
BI-29,2023-04-17,BI-29,2023-04-23 23:59:00,975.0,2332,,2023-04-17,BI-29_224,BI-29_224,2023-04-23 23:59:00,BI-29_224,2023-04-17
BQ-25,2022-04-11,BQ-25,2022-04-17 23:59:00,2325.0,720,,2022-04-11,BQ-25_171,BQ-25_171,2022-04-17 23:59:00,BQ-25_171,2022-04-11
BQ-25,2023-03-27,BQ-25,2023-04-02 23:59:00,4410.0,981,,2023-03-27,BQ-25_221,BQ-25_221,2023-04-02 23:59:00,BQ-25_221,2023-03-27
BI-29,2020-03-02,BI-29,2020-03-08 23:59:00,1000.0,2613,,2020-03-02,BI-29_61,BI-29_61,2020-03-08 23:59:00,BI-29_61,2020-03-02
BI-29,2023-05-15,BI-29,2023-05-21 23:59:00,1835.0,3194,,2023-05-15,BI-29_228,BI-29_228,2023-05-21 23:59:00,BI-29_228,2023-05-15
BQ-25,2019-06-10,BQ-25,2019-06-16 23:59:00,830.0,0,,2019-06-10,BQ-25_23,BQ-25_23,2019-06-16 23:59:00,BQ-25_23,2019-06-10
BL-36,2021-11-22,BL-36,2021-11-28 23:59:00,895.0,759,,2021-11-22,BL-36_151,BL-36_151,2021-11-28 23:59:00,BL-36_151,2021-11-22
BC-12,2019-11-04,BC-12,2019-11-10 23:59:00,2705.0,2931,,2019-11-04,BC-12_44,BC-12_44,2019-11-10 23:59:00,BC-12_44,2019-11-04
BD-17,2023-06-19,BD-17,2023-06-25 23:59:00,2630.0,1725,,2023-06-19,BD-17_233,BD-17_233,2023-06-25 23:59:00,BD-17_233,2023-06-19
BN-62,2020-09-07,BN-62,2020-09-13 23:59:00,2940.0,1271,,2020-09-07,BN-62_88,BN-62_88,2020-09-13 23:59:00,BN-62_88,2020-09-07
BL-36,2019-02-18,BL-36,2019-02-24 23:59:00,605.0,500,,2019-02-18,BL-36_7,BL-36_7,2019-02-24 23:59:00,BL-36_7,2019-02-18
BE-19,2023-09-25,BE-19,2023-10-01 23:59:00,15250.0,5415,,2023-09-25,BE-19_247,BE-19_247,2023-10-01 23:59:00,BE-19_247,2023-09-25
BE-19,2022-11-07,BE-19,2022-11-13 23:59:00,13855.0,3453,,2022-11-07,BE-19_201,BE-19_201,2022-11-13 23:59:00,BE-19_201,2022-11-07
BD-17,2022-06-20,BD-17,2022-06-26 23:59:00,2120.0,0,,2022-06-20,BD-17_181,BD-17_181,2022-06-26 23:59:00,BD-17_181,2022-06-20
BD-26,2023-11-06,BD-26,2023-11-12 23:59:00,330.0,982,,2023-11-06,BD-26_253,BD-26_253,2023-11-12 23:59:00,BD-26_253,2023-11-06
BT-26,2019-05-06,BT-26,2019-05-12 23:59:00,170.0,3956,,2019-05-06,BT-26_18,BT-26_18,2019-05-12 23:59:00,BT-26_18,2019-05-06
BC-12,2022-05-23,BC-12,2022-05-29 23:59:00,3000.0,108,,2022-05-23,BC-12_177,BC-12_177,2022-05-29 23:59:00,BC-12_177,2022-05-23
BH-24,2019-06-17,BH-24,2019-06-23 23:59:00,1660.0,2173,,2019-06-17,BH-24_24,BH-24_24,2019-06-23 23:59:00,BH-24_24,2019-06-17
BL-36,2022-06-27,BL-36,2022-07-03 23:59:00,3730.0,0,,2022-06-27,BL-36_182,BL-36_182,2022-07-03 23:59:00,BL-36_182,2022-06-27
BH-26,2022-05-02,BH-26,2022-05-08 23:59:00,3285.0,762,,2022-05-02,BH-26_174,BH-26_174,2022-05-08 23:59:00,BH-26_174,2022-05-02
BD-17,2023-03-27,BD-17,2023-04-02 23:59:00,3085.0,1107,,2023-03-27,BD-17_221,BD-17_221,2023-04-02 23:59:00,BD-17_221,2023-03-27
BH-24,2019-12-16,BH-24,2019-12-22 23:59:00,375.0,1286,,2019-12-16,BH-24_50,BH-24_50,2019-12-22 23:59:00,BH-24_50,2019-12-16
BD-17,2020-09-28,BD-17,2020-10-04 23:59:00,2620.0,1603,,2020-09-28,BD-17_91,BD-17_91,2020-10-04 23:59:00,BD-17_91,2020-09-28
BT-26,2020-03-09,BT-26,2020-03-15 23:59:00,195.0,3229,,2020-03-09,BT-26_62,BT-26_62,2020-03-15 23:59:00,BT-26_62,2020-03-09
BQ-25,2019-05-20,BQ-25,2019-05-26 23:59:00,495.0,0,,2019-05-20,BQ-25_20,BQ-25_20,2019-05-26 23:59:00,BQ-25_20,2019-05-20
BD-17,2021-09-20,BD-17,2021-09-26 23:59:00,1880.0,1639,,2021-09-20,BD-17_142,BD-17_142,2021-09-26 23:59:00,BD-17_142,2021-09-20
BN-62,2021-05-03,BN-62,2021-05-09 23:59:00,2050.0,1093,,2021-05-03,BN-62_122,BN-62_122,2021-05-09 23:59:00,BN-62_122,2021-05-03
BC-12,2022-11-28,BC-12,2022-12-04 23:59:00,4610.0,0,,2022-11-28,BC-12_204,BC-12_204,2022-12-04 23:59:00,BC-12_204,2022-11-28
BQ-25,2023-05-22,BQ-25,2023-05-28 23:59:00,9010.0,1827,,2023-05-22,BQ-25_229,BQ-25_229,2023-05-28 23:59:00,BQ-25_229,2023-05-22
BT-26,2020-03-30,BT-26,2020-04-05 23:59:00,190.0,4900,,2020-03-30,BT-26_65,BT-26_65,2020-04-05 23:59:00,BT-26_65,2020-03-30
BI-29,2021-11-01,BI-29,2021-11-07 23:59:00,710.0,1631,,2021-11-01,BI-29_148,BI-29_148,2021-11-07 23:59:00,BI-29_148,2021-11-01
